score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
3,Ya Tuhan udh coba 6 x masukin emil dan pasword y ttp kembali lagi kembali lgi cape banget bulak balik ngisi lagi,ya tuhan udh coba 6 x masukin emil dan pasword y ttp kembali lagi kembali lgi cape banget bulak balik ngisi lagi,ya tuhan udh coba 6 x masukin emil pasword y ttp lgi cape banget bulak ngisi,"['ya', 'tuhan', 'udh', 'coba', '6', 'x', 'masukin', 'emil', 'pasword', 'y', 'ttp', 'lgi', 'cape', 'banget', 'bulak', 'ngisi']",ya tuhan udh coba 6 x masukin emil pasword y ttp lgi cape banget bulak ngisi
5,Alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah
1,Kenapa sekarang susah banget buat login?!!,kenapa sekarang susah banget buat login,susah banget login,"['susah', 'banget', 'login']",susah banget login
1,Udh update Google chrome Tp ttp gak bisa masuk. Kok makin begini yaa,udh update google chrome tp ttp gak bisa masuk kok makin begini yaa,udh update google chrome tp ttp gak masuk yaa,"['udh', 'update', 'google', 'chrome', 'tp', 'ttp', 'gak', 'masuk', 'yaa']",udh update google chrome tp ttp gak masuk yaa
3,Kok sekarang malah lemot ya pas udah di update? Padahal buka yang lain cepet dan nyoba nonton yt juga lancar tapi pas masuk jobstreet lagi malah lemot,kok sekarang malah lemot ya pas udah di update padahal buka yang lain cepet dan nyoba nonton yt juga lancar tapi pas masuk jobstreet lagi malah lemot,lemot ya pas udah update buka cepet nyoba nonton yt lancar pas masuk jobstreet lemot,"['lemot', 'ya', 'pas', 'udah', 'update', 'buka', 'cepet', 'nyoba', 'nonton', 'yt', 'lancar', 'pas', 'masuk', 'jobstreet', 'lemot']",lot ya pas udah update buka cepet nyoba nonton yt lancar pas masuk jobstreet lot
1,Susah login terlebih lagi loading lemot,susah login terlebih lagi loading lemot,susah login loading lemot,"['susah', 'login', 'loading', 'lemot']",susah login loading lot
1,Banyak loker gaje,banyak loker gaje,loker gaje,"['loker', 'gaje']",loker gaje
1,Setiap hari email masuk tapi gak ada yg nyangkut gajih iming iming besar nyata nya hadeh,setiap hari email masuk tapi gak ada yg nyangkut gajih iming iming besar nyata nya hadeh,email masuk gak yg nyangkut gajih iming iming nyata nya hadeh,"['email', 'masuk', 'gak', 'yg', 'nyangkut', 'gajih', 'iming', 'iming', 'nyata', 'nya', 'hadeh']",email masuk gak yg nyangkut gajih iming iming nyata nya hadeh
2,"Ini aplikasi kenapa ya? Dari bbrp bulan lalu tiba2 log out sendiri? Coba instal ulang masih gak bisa,, kucoba log in lagi di tahun 2025 masih aja gak bisa,, please aplikasi ini sbenernya memudahkan lho buat cari kerja,, please jobstree bantu permudah lagi",ini aplikasi kenapa ya dari bbrp bulan lalu tiba2 log out sendiri coba instal ulang masih gak bisa kucoba log in lagi di tahun 2025 masih aja gak bisa please aplikasi ini sbenernya memudahkan lho buat cari kerja please jobstree bantu permudah lagi,aplikasi ya bbrp tiba2 log out coba instal ulang gak kucoba log in 2025 aja gak please aplikasi sbenernya memudahkan lho cari kerja please jobstree bantu permudah,"['aplikasi', 'ya', 'bbrp', 'tiba2', 'log', 'out', 'coba', 'instal', 'ulang', 'gak', 'kucoba', 'log', 'in', '2025', 'aja', 'gak', 'please', 'aplikasi', 'sbenernya', 'memudahkan', 'lho', 'cari', 'kerja', 'please', 'jobstree', 'bantu', 'permudah']",aplikasi ya bbrp tiba2 log out coba instal ulang gak coba log in 2025 aja gak please aplikasi sbenernya mudah lho cari kerja please jobstree bantu mudah
4,Ni sy coba tu cari krj,ni sy coba tu cari krj,ni sy coba tu cari krj,"['ni', 'sy', 'coba', 'tu', 'cari', 'krj']",ni sy coba tu cari krj
1,Bolak balik ga bisa log in,bolak balik ga bisa log in,bolak ga log in,"['bolak', 'ga', 'log', 'in']",bolak ga log in
5,"Mudah digunakan, banyak info loker, dan pengguna diberitahu update proses recruitment",mudah digunakan banyak info loker dan pengguna diberitahu update proses recruitment,mudah info loker pengguna diberitahu update proses recruitment,"['mudah', 'info', 'loker', 'pengguna', 'diberitahu', 'update', 'proses', 'recruitment']",mudah info loker guna diberitahu update proses recruitment
1,"Kenapa ya sign in lewat yahoo gak bisa bisa. Minta otp gak dikasih, login fb error",kenapa ya sign in lewat yahoo gak bisa bisa minta otp gak dikasih login fb error,ya sign in yahoo gak otp gak dikasih login fb error,"['ya', 'sign', 'in', 'yahoo', 'gak', 'otp', 'gak', 'dikasih', 'login', 'fb', 'error']",ya sign in yahoo gak otp gak kasih login fb error
1,App too late and always error. Can't login,app too late and always error cant login,app too late and always error cant login,"['app', 'too', 'late', 'and', 'always', 'error', 'cant', 'login']",app too late and always error cant login
5,Bagus infonya sangat membantu,bagus infonya sangat membantu,bagus infonya membantu,"['bagus', 'infonya', 'membantu']",bagus info bantu
1,"lamaran gue cuma diliat doank,lebih banyak ditolak, karna byk perusahaan cuma nyari dibawah usia 30tahun. perusahaan itu buka loker cari yg usia maksimal 25, giliran perusahaan ambruk PHK besar yg usia 30an keatas. kocak sii indonesia.",lamaran gue cuma diliat doanklebih banyak ditolak karna byk perusahaan cuma nyari dibawah usia 30tahun perusahaan itu buka loker cari yg usia maksimal 25 giliran perusahaan ambruk phk besar yg usia 30an keatas kocak sii indonesia,lamaran gue diliat doanklebih ditolak karna byk perusahaan nyari dibawah usia 30tahun perusahaan buka loker cari yg usia maksimal 25 giliran perusahaan ambruk phk yg usia 30an keatas kocak sii indonesia,"['lamaran', 'gue', 'diliat', 'doanklebih', 'ditolak', 'karna', 'byk', 'perusahaan', 'nyari', 'dibawah', 'usia', '30tahun', 'perusahaan', 'buka', 'loker', 'cari', 'yg', 'usia', 'maksimal', '25', 'giliran', 'perusahaan', 'ambruk', 'phk', 'yg', 'usia', '30an', 'keatas', 'kocak', 'sii', 'indonesia']",lamar gue liat doanklebih tolak karna byk usaha nyari bawah usia 30tahun usaha buka loker cari yg usia maksimal 25 gilir usaha ambruk phk yg usia 30an atas kocak sii indonesia
3,berkali kali masukin kode tp gk masuk masuk akun saya.,berkali kali masukin kode tp gk masuk masuk akun saya,berkali kali masukin kode tp gk masuk masuk akun,"['berkali', 'kali', 'masukin', 'kode', 'tp', 'gk', 'masuk', 'masuk', 'akun']",kali kali masukin kode tp gk masuk masuk akun
3,"Maaf saya uninstal.. Search kerjaan dan pilih lokasi, tapi yang muncul malah lokasi yang lain, dan gak sesuai hasilnya dgn kata kunci yg dipilih..",maaf saya uninstal search kerjaan dan pilih lokasi tapi yang muncul malah lokasi yang lain dan gak sesuai hasilnya dgn kata kunci yg dipilih,maaf uninstal search kerjaan pilih lokasi muncul lokasi gak sesuai hasilnya dgn kunci yg dipilih,"['maaf', 'uninstal', 'search', 'kerjaan', 'pilih', 'lokasi', 'muncul', 'lokasi', 'gak', 'sesuai', 'hasilnya', 'dgn', 'kunci', 'yg', 'dipilih']",maaf uninstal search kerja pilih lokasi muncul lokasi gak sesuai hasil dgn kunci yg pilih
1,"Gak bisa login,aplikasi taik Dulu aman2 ajanya,makin ksini makin aneh",gak bisa loginaplikasi taik dulu aman2 ajanyamakin ksini makin aneh,gak loginaplikasi taik aman2 ajanyamakin ksini aneh,"['gak', 'loginaplikasi', 'taik', 'aman2', 'ajanyamakin', 'ksini', 'aneh']",gak loginaplikasi taik aman2 ajanyamakin ksini aneh
5,Sangat membantu sekali terimakasih 🙏🙏🙏,sangat membantu sekali terimakasih ,membantu terimakasih,"['membantu', 'terimakasih']",bantu terimakasih
4,kenapa saya ga bisa masuk ya?cuma loading aja.apakah ada gangguan padahal sinyal bagus,kenapa saya ga bisa masuk yacuma loading ajaapakah ada gangguan padahal sinyal bagus,ga masuk yacuma loading ajaapakah gangguan sinyal bagus,"['ga', 'masuk', 'yacuma', 'loading', 'ajaapakah', 'gangguan', 'sinyal', 'bagus']",ga masuk yacuma loading ajaapakah ganggu sinyal bagus
1,"Kok susah masuknya, sekali mau masuk ke akun, di mintai email agar dpt kode login udh mengikuti kodenya ttp ga bsa masuk, malah ada tulisan sedang berusaha memperbaiki. Anehhhhh",kok susah masuknya sekali mau masuk ke akun di mintai email agar dpt kode login udh mengikuti kodenya ttp ga bsa masuk malah ada tulisan sedang berusaha memperbaiki anehhhhh,susah masuknya masuk akun mintai email dpt kode login udh mengikuti kodenya ttp ga bsa masuk tulisan berusaha memperbaiki anehhhhh,"['susah', 'masuknya', 'masuk', 'akun', 'mintai', 'email', 'dpt', 'kode', 'login', 'udh', 'mengikuti', 'kodenya', 'ttp', 'ga', 'bsa', 'masuk', 'tulisan', 'berusaha', 'memperbaiki', 'anehhhhh']",susah masuk masuk akun minta email dpt kode login udh ikut kode ttp ga bsa masuk tulis usaha baik anehhhhh
3,Kenapa setiap saya mau masuk jobstreet ini ga bisa terus ya. Saya sudah mencoba berkali kali,kenapa setiap saya mau masuk jobstreet ini ga bisa terus ya saya sudah mencoba berkali kali,masuk jobstreet ga ya mencoba berkali kali,"['masuk', 'jobstreet', 'ga', 'ya', 'mencoba', 'berkali', 'kali']",masuk jobstreet ga ya coba kali kali
1,Kacau ini ga bisa masuk sign in ke HP,kacau ini ga bisa masuk sign in ke hp,kacau ga masuk sign in hp,"['kacau', 'ga', 'masuk', 'sign', 'in', 'hp']",kacau ga masuk sign in hp
3,"Mau tanya dong kok aku gak bisa login ke akun ya? Aku sudah coba uninstal trs instal lagi tetep gak bisaa. Aku selalu stak di kode, udh masukin kode muter aja terus gak login2.",mau tanya dong kok aku gak bisa login ke akun ya aku sudah coba uninstal trs instal lagi tetep gak bisaa aku selalu stak di kode udh masukin kode muter aja terus gak login2,gak login akun ya coba uninstal trs instal tetep gak bisaa stak kode udh masukin kode muter aja gak login2,"['gak', 'login', 'akun', 'ya', 'coba', 'uninstal', 'trs', 'instal', 'tetep', 'gak', 'bisaa', 'stak', 'kode', 'udh', 'masukin', 'kode', 'muter', 'aja', 'gak', 'login2']",gak login akun ya coba uninstal trs instal tetep gak bisaa stak kode udh masukin kode muter aja gak login2
4,Oke,oke,oke,['oke'],oke
3,Setiap next ke tahap berikutnya selalu loading lama banget jadi bikin males tolong dong ini gimana,setiap next ke tahap berikutnya selalu loading lama banget jadi bikin males tolong dong ini gimana,next tahap loading banget bikin males tolong gimana,"['next', 'tahap', 'loading', 'banget', 'bikin', 'males', 'tolong', 'gimana']",next tahap loading banget bikin males tolong gimana
3,"Jadi susah untuk log in , padahal udah benar ..",jadi susah untuk log in  padahal udah benar ,susah log in udah,"['susah', 'log', 'in', 'udah']",susah log in udah
1,Tiba2 akun gw ke log out.. Email udah di verifikasi gagal masuk mulu.. RIBET. STOP KIRIM SPAM KE EMAIL PRIBADI GW. KLO APLIKASI NYA GA BISA DI GUNAIN,tiba2 akun gw ke log out email udah di verifikasi gagal masuk mulu ribet stop kirim spam ke email pribadi gw klo aplikasi nya ga bisa di gunain,tiba2 akun gw log out email udah verifikasi gagal masuk mulu ribet stop kirim spam email pribadi gw klo aplikasi nya ga gunain,"['tiba2', 'akun', 'gw', 'log', 'out', 'email', 'udah', 'verifikasi', 'gagal', 'masuk', 'mulu', 'ribet', 'stop', 'kirim', 'spam', 'email', 'pribadi', 'gw', 'klo', 'aplikasi', 'nya', 'ga', 'gunain']",tiba2 akun gw log out email udah verifikasi gagal masuk mulu ribet stop kirim spam email pribadi gw klo aplikasi nya ga gunain
2,Knp gk bsa di bukk ya.. aplikasinya ..,knp gk bsa di bukk ya aplikasinya ,knp gk bsa bukk ya aplikasinya,"['knp', 'gk', 'bsa', 'bukk', 'ya', 'aplikasinya']",knp gk bsa bukk ya aplikasi
2,Masa ga bsa login di aplikasi android sihh...,masa ga bsa login di aplikasi android sihh,ga bsa login aplikasi android sihh,"['ga', 'bsa', 'login', 'aplikasi', 'android', 'sihh']",ga bsa login aplikasi android sihh
2,Daftarnya susah,daftarnya susah,daftarnya susah,"['daftarnya', 'susah']",daftar susah
1,"Kenapa susah masuk? Minta akses kode , sudah dimasukkan tapi murar mutar. Gak bisa login. Jadi gak bisa dibuka / diakses... Applikasi ini kok semakin buruk....!!!",kenapa susah masuk minta akses kode  sudah dimasukkan tapi murar mutar gak bisa login jadi gak bisa dibuka  diakses applikasi ini kok semakin buruk,susah masuk akses kode dimasukkan murar mutar gak login gak dibuka diakses applikasi buruk,"['susah', 'masuk', 'akses', 'kode', 'dimasukkan', 'murar', 'mutar', 'gak', 'login', 'gak', 'dibuka', 'diakses', 'applikasi', 'buruk']",susah masuk akses kode masuk murar mutar gak login gak buka akses applikasi buruk
2,"Kok aneh, sudah berusaha memasukan aplikasi ini, tp tetap saja ga bisa masuk",kok aneh sudah berusaha memasukan aplikasi ini tp tetap saja ga bisa masuk,aneh berusaha memasukan aplikasi tp ga masuk,"['aneh', 'berusaha', 'memasukan', 'aplikasi', 'tp', 'ga', 'masuk']",aneh usaha pasu aplikasi tp ga masuk
5,"Mantap, gass...",mantap gass,mantap gass,"['mantap', 'gass']",mantap gass
5,"Ok bisa log in lagi, ternyata harus update browser (google chrome) yang ada di hp baru bisa log in lagi. Semoga kedepannya lebih baik lagi aplikasinya.",ok bisa log in lagi ternyata harus update browser google chrome yang ada di hp baru bisa log in lagi semoga kedepannya lebih baik lagi aplikasinya,ok log in update browser google chrome hp log in semoga kedepannya aplikasinya,"['ok', 'log', 'in', 'update', 'browser', 'google', 'chrome', 'hp', 'log', 'in', 'semoga', 'kedepannya', 'aplikasinya']",ok log in update browser google chrome hp log in moga depan aplikasi
3,"Kenapa di upgarde malah ke close, untuk masuk loading lama sekali sampai tidak jd masuk.. Benerin deh bug nya",kenapa di upgarde malah ke close untuk masuk loading lama sekali sampai tidak jd masuk benerin deh bug nya,upgarde close masuk loading jd masuk benerin deh bug nya,"['upgarde', 'close', 'masuk', 'loading', 'jd', 'masuk', 'benerin', 'deh', 'bug', 'nya']",upgarde close masuk loading jd masuk benerin deh bug nya
2,Buset mau login aja susah banget Mana loding nya lama hampir 20 mnit,buset mau login aja susah banget mana loding nya lama hampir 20 mnit,buset login aja susah banget loding nya 20 mnit,"['buset', 'login', 'aja', 'susah', 'banget', 'loding', 'nya', '20', 'mnit']",buset login aja susah banget loding nya 20 mnit
2,"Jobstreet sekarang Macet Mau Login Saja Ribet, Nunggunya 3 Jam Gak Masuk²",jobstreet sekarang macet mau login saja ribet nunggunya 3 jam gak masuk,jobstreet macet login ribet nunggunya 3 jam gak masuk,"['jobstreet', 'macet', 'login', 'ribet', 'nunggunya', '3', 'jam', 'gak', 'masuk']",jobstreet macet login ribet nunggunya 3 jam gak masuk
1,sering ketipu pake aplikasi ini,sering ketipu pake aplikasi ini,ketipu pake aplikasi,"['ketipu', 'pake', 'aplikasi']",tipu pake aplikasi
2,Udh ngelamar 100 perusahaan tapi nihil ga ada sama sekali yang nyangkut pdhl nyari perusahaan nya sesuai pengalaman,udh ngelamar 100 perusahaan tapi nihil ga ada sama sekali yang nyangkut pdhl nyari perusahaan nya sesuai pengalaman,udh ngelamar 100 perusahaan nihil ga nyangkut pdhl nyari perusahaan nya sesuai pengalaman,"['udh', 'ngelamar', '100', 'perusahaan', 'nihil', 'ga', 'nyangkut', 'pdhl', 'nyari', 'perusahaan', 'nya', 'sesuai', 'pengalaman']",udh ngelamar 100 usaha nihil ga nyangkut pdhl nyari usaha nya sesuai alam
1,"kenapa masuk di aplikasi tidak bisa udah berbagai cara pilihan tetep gak bs masuk. mana ada keterangan error pas dicoba masuk berulang kali. pdhl masuk di pc aman"" aja",kenapa masuk di aplikasi tidak bisa udah berbagai cara pilihan tetep gak bs masuk mana ada keterangan error pas dicoba masuk berulang kali pdhl masuk di pc aman aja,masuk aplikasi udah pilihan tetep gak bs masuk keterangan error pas dicoba masuk berulang kali pdhl masuk pc aman aja,"['masuk', 'aplikasi', 'udah', 'pilihan', 'tetep', 'gak', 'bs', 'masuk', 'keterangan', 'error', 'pas', 'dicoba', 'masuk', 'berulang', 'kali', 'pdhl', 'masuk', 'pc', 'aman', 'aja']",masuk aplikasi udah pilih tetep gak bs masuk terang error pas coba masuk ulang kali pdhl masuk pc aman aja
5,Kemudahan dalam berinteraksi dan proses recruitment,kemudahan dalam berinteraksi dan proses recruitment,kemudahan berinteraksi proses recruitment,"['kemudahan', 'berinteraksi', 'proses', 'recruitment']",mudah interaksi proses recruitment
1,Loading masuk akun tidak bisa... loading trs,loading masuk akun tidak bisa loading trs,loading masuk akun loading trs,"['loading', 'masuk', 'akun', 'loading', 'trs']",loading masuk akun loading trs
1,tidak bisa login,tidak bisa login,login,['login'],login
3,"Sedikit kecewa, saya sudah masukin lamaran beberapa kali, saya sudah lama menggunakan aplikasi ini, tiba-tiba hari ini saya tidak bisa masuk ke akun saya lagi, tiba-tiba logout dengan sendiri nya, pas saya mau login dengan akun yang sama data saya dan lamaran saya hilang, mohon dibantu jobstreet, rasanya saya jadi malas untuk membuat data baru lagi, mohon dibantu agar data saya yang sebelumnya di up kembali.",sedikit kecewa saya sudah masukin lamaran beberapa kali saya sudah lama menggunakan aplikasi ini tibatiba hari ini saya tidak bisa masuk ke akun saya lagi tibatiba logout dengan sendiri nya pas saya mau login dengan akun yang sama data saya dan lamaran saya hilang mohon dibantu jobstreet rasanya saya jadi malas untuk membuat data baru lagi mohon dibantu agar data saya yang sebelumnya di up kembali,kecewa masukin lamaran kali aplikasi tibatiba masuk akun tibatiba logout nya pas login akun data lamaran hilang mohon dibantu jobstreet malas data mohon dibantu data up,"['kecewa', 'masukin', 'lamaran', 'kali', 'aplikasi', 'tibatiba', 'masuk', 'akun', 'tibatiba', 'logout', 'nya', 'pas', 'login', 'akun', 'data', 'lamaran', 'hilang', 'mohon', 'dibantu', 'jobstreet', 'malas', 'data', 'mohon', 'dibantu', 'data', 'up']",kecewa masukin lamar kali aplikasi tibatiba masuk akun tibatiba logout nya pas login akun data lamar hilang mohon bantu jobstreet malas data mohon bantu data up
1,"Dari Awal Instal Belum Pernah Ada 1 perusahan pun manggil Aplikasi macam apa tiap lowongan yg dilamar pasti lebih dari 100 kandidat, udah lebih dari 50 lamaran apply di aplikasi ini gada satupun yg interview, aneh",dari awal instal belum pernah ada 1 perusahan pun manggil aplikasi macam apa tiap lowongan yg dilamar pasti lebih dari 100 kandidat udah lebih dari 50 lamaran apply di aplikasi ini gada satupun yg interview aneh,instal 1 perusahan manggil aplikasi lowongan yg dilamar 100 kandidat udah 50 lamaran apply aplikasi gada satupun yg interview aneh,"['instal', '1', 'perusahan', 'manggil', 'aplikasi', 'lowongan', 'yg', 'dilamar', '100', 'kandidat', 'udah', '50', 'lamaran', 'apply', 'aplikasi', 'gada', 'satupun', 'yg', 'interview', 'aneh']",instal 1 usah manggil aplikasi lowong yg lamar 100 kandidat udah 50 lamar apply aplikasi gada satu yg interview aneh
